#   RA        DEC        GLON        GLAT    Pol   e_Pol  EVPA  e_EVPA  galPA
#  1-  9  F9.5  deg     RAdeg    Right Ascension (J2000) (1)
# 13- 20  F8.5  deg     DEdeg    Declination (J2000) (1)
# 24- 32  F9.5  deg     GLON     Galactic longitude (1)
# 36- 43  F8.5  deg     GLAT     Galactic latitude (1)
# 47- 49  F3.1  %       Pol      [0.5/4.5] Polarization degree percentage (2)
# 53- 55  F3.1  %     e_Pol      [0.2/1.9] Error in polarization degree
# 59- 61  I3    deg     EVPA     [-90/90] Electric vector polarization angle (3)
# 65- 66  I2    deg   e_EVPA     [2/19] Error in EVPA
# 70- 72  I3    deg     galPA    [0/180] Galactic polarization angle (4)
 84.76171   87.21953   125.87847   26.23385   2.1   0.9    75   15     5
 84.81218   88.10992   124.94054   26.52843   1.2   0.2    56    4   165
 84.83392   87.34511   125.74762   26.27870   2.0   0.4    38    4   147
 84.96572   87.19431   125.90867   26.23488   1.4   0.6    45    7   154
 85.03535   88.08332   124.97135   26.52686   1.5   0.3    55    4   164
 85.09725   87.20320   125.90166   26.24387   1.5   0.4    40    4   149
 85.25616   87.95660   125.10824   26.49353   1.3   0.4    77   10     6
 85.31434   87.32924   125.77248   26.29462   2.1   0.4    47    3   155
 85.43376   87.58643   125.50255   26.38210   2.0   0.9    63   11   171
 85.65067   87.29995   125.80906   26.30017   1.3   0.3    50    8   159
 85.65846   88.35891   124.68572   26.63206   0.9   0.2    32    6   140
 85.68092   87.91685   125.15578   26.49551   1.6   0.3    50    5   158
 85.74671   87.57715   125.51704   26.39170   1.6   0.4    61    7   169
 85.83103   87.23511   125.88070   26.28783   1.4   0.3    40    6   148
 85.84115   87.93883   125.13444   26.50784   2.3   0.3    52    2   160
 86.08437   87.61303   125.48387   26.41631   1.6   0.2    54    3   162
 86.23544   87.37010   125.74418   26.34791   3.1   0.7    64    6   172
 86.47472   87.27570   125.84829   26.32970   1.8   0.4    51    8   159
 86.61989   87.95859   125.12283   26.54039   2.3   0.4    51    6   158
 86.77285   87.88916   125.19880   26.52519   2.1   0.3    47    3   154
 86.78581   87.26382   125.86591   26.34025   2.0   0.3    51    5   159
 86.94070   87.76643   125.33200   26.49527   1.9   0.5    44    4   151
 86.95626   87.76660   125.33202   26.49590   1.9   0.5    60    5   167
 87.28025   88.50329   124.54599   26.71706   1.6   0.4    48    6   154
 87.39604   88.14742   124.92921   26.62020   1.8   0.6    53   10   159
